Channel,Province,Gender,Race,Age_Group,Day_Name,Day_Type,Time_Period,Total_Views,Unique_Viewers,Total_Minutes,Total_Hours,Avg_Minutes_Per_View,Max_Session_Minutes,Min_Session_Minutes,High_Engagement_Views,Medium_Engagement_Views,Low_Engagement_Views
SuperSport Blitz,Gauteng,Male,Black,45-54,Saturday,Weekend,Morning,1,1,429,7.15,429,429,429,1,0,0
Boomerang,Mpumalanga,Male,Black,25-34,Thursday,Weekday,Prime Time,1,1,1856,30.93,1856,1856,1856,1,0,0
SuperSport Blitz,Mpumalanga,Male,Black,25-34,Friday,Weekday,Late Night,1,1,142,2.37,142,142,142,1,0,0
Africa Magic,Mpumalanga,Male,Black,45-54,Saturday,Weekend,Late Night,1,1,1949,32.48,1949,1949,1949,1,0,0
Boomerang,KwaZulu-Natal,Male,Black,35-44,Monday,Weekday,Afternoon,1,1,71,1.18,71,71,71,0,1,0
DStv Events 1,Western Cape,Male,Unknown,25-34,Thursday,Weekday,Late Night,1,1,95,1.58,95,95,95,0,1,0
Channel O,Western Cape,Male,Black,Under 18,Tuesday,Weekday,Late Night,1,1,78,1.3,78,78,78,0,1,0
Trace TV,Unknown,null,Unknown,55+,Monday,Weekday,Prime Time,2,1,1017,16.95,508.5,978,39,1,1,0
Boomerang,Gauteng,Male,Black,35-44,Saturday,Weekend,Prime Time,1,1,11,0.18,11,11,11,0,0,1
DStv Events 1,Western Cape,Male,Black,45-54,Sunday,Weekend,Prime Time,1,1,345,5.75,345,345,345,1,0,0
CNN,KwaZulu-Natal,Female,Indian_asian,Under 18,Friday,Weekday,Afternoon,1,1,28,0.47,28,28,28,0,0,1
M-Net,Northern Cape,Male,Coloured,25-34,Sunday,Weekend,Prime Time,1,1,79,1.32,79,79,79,0,1,0
SawSee,Northern Cape,Male,Coloured,25-34,Thursday,Weekday,Morning,1,1,118,1.97,118,118,118,0,1,0
Africa Magic,Gauteng,Female,Black,35-44,Friday,Weekday,Afternoon,1,1,299,4.98,299,299,299,1,0,0
Supersport Live Events,KwaZulu-Natal,Male,Black,25-34,Thursday,Weekday,Afternoon,2,2,2136,35.6,1068,1446,690,2,0,0
Africa Magic,Western Cape,Female,Black,35-44,Wednesday,Weekday,Morning,1,1,22,0.37,22,22,22,0,0,1
E! Entertainment,Limpopo,Male,Black,18-24,Monday,Weekday,Night,1,1,102,1.7,102,102,102,0,1,0
Supersport Live Events,Gauteng,Male,Unknown,25-34,Saturday,Weekend,Night,2,2,3286,54.77,1643,2352,934,2,0,0
Boomerang,Gauteng,Male,Indian_asian,35-44,Wednesday,Weekday,Late Night,1,1,6,0.1,6,6,6,0,0,1
Supersport Live Events,Eastern Cape,Male,Black,35-44,Saturday,Weekend,Night,1,1,476,7.93,476,476,476,1,0,0
Cartoon Network,Mpumalanga,Male,White,18-24,Saturday,Weekend,Late Night,1,1,48,0.8,48,48,48,0,1,0
Boomerang,Free State,Male,White,45-54,Saturday,Weekend,Morning,1,1,1141,19.02,1141,1141,1141,1,0,0
Cartoon Network,Gauteng,Male,Black,25-34,Sunday,Weekend,Night,2,2,3903,65.05,1951.5,3707,196,2,0,0
CNN,Unknown,null,Unknown,55+,Saturday,Weekend,Afternoon,1,1,1656,27.6,1656,1656,1656,1,0,0
CNN,Eastern Cape,Male,White,45-54,Monday,Weekday,Afternoon,1,1,720,12,720,720,720,1,0,0
Trace TV,Gauteng,Female,Indian_asian,25-34,Monday,Weekday,Afternoon,1,1,186,3.1,186,186,186,1,0,0
Cartoon Network,Gauteng,Male,Black,18-24,Saturday,Weekend,Prime Time,3,3,1122,18.7,374,934,21,2,0,1
Channel O,Mpumalanga,Male,Black,25-34,Saturday,Weekend,Night,1,1,144,2.4,144,144,144,1,0,0
Supersport Live Events,KwaZulu-Natal,Male,White,18-24,Wednesday,Weekday,Prime Time,1,1,60,1,60,60,60,0,1,0
DStv Events 1,Gauteng,Male,Black,45-54,Monday,Weekday,Prime Time,1,1,60,1,60,60,60,0,1,0
SuperSport Blitz,KwaZulu-Natal,Male,Black,25-34,Sunday,Weekend,Prime Time,1,1,248,4.13,248,248,248,1,0,0
Boomerang,Gauteng,Male,White,25-34,Monday,Weekday,Late Night,1,1,1251,20.85,1251,1251,1251,1,0,0
CNN,Northern Cape,Male,Black,25-34,Monday,Weekday,Morning,1,1,308,5.13,308,308,308,1,0,0
Supersport Live Events,Gauteng,Male,Unknown,18-24,Friday,Weekday,Morning,1,1,12,0.2,12,12,12,0,0,1
SuperSport Blitz,Western Cape,Male,Coloured,25-34,Wednesday,Weekday,Night,2,2,468,7.8,234,362,106,1,1,0
SuperSport Blitz,Gauteng,Male,Black,35-44,Sunday,Weekend,Afternoon,1,1,150,2.5,150,150,150,1,0,0
Channel O,Gauteng,Female,Unknown,25-34,Friday,Weekday,Morning,1,1,51,0.85,51,51,51,0,1,0
Supersport Live Events,Western Cape,Male,Coloured,45-54,Wednesday,Weekday,Prime Time,1,1,1880,31.33,1880,1880,1880,1,0,0
Channel O,Limpopo,Male,Black,18-24,Friday,Weekday,Afternoon,1,1,39,0.65,39,39,39,0,1,0
Trace TV,Gauteng,Female,Black,25-34,Saturday,Weekend,Late Night,2,2,3675,61.25,1837.5,3660,15,1,0,1
Channel O,Mpumalanga,Male,Black,35-44,Saturday,Weekend,Afternoon,1,1,6,0.1,6,6,6,0,0,1
SawSee,Gauteng,Male,Indian_asian,35-44,Wednesday,Weekday,Afternoon,1,1,457,7.62,457,457,457,1,0,0
Channel O,Free State,Male,Indian_asian,Under 18,Tuesday,Weekday,Morning,1,1,420,7,420,420,420,1,0,0
Boomerang,Mpumalanga,Male,White,18-24,Friday,Weekday,Prime Time,1,1,123,2.05,123,123,123,1,0,0
SuperSport Blitz,Western Cape,Male,Coloured,55+,Tuesday,Weekday,Late Night,1,1,30,0.5,30,30,30,0,1,0
Boomerang,KwaZulu-Natal,Male,Coloured,35-44,Tuesday,Weekday,Night,1,1,3896,64.93,3896,3896,3896,1,0,0
Channel O,Gauteng,Female,Black,35-44,Friday,Weekday,Morning,1,1,168,2.8,168,168,168,1,0,0
Cartoon Network,Western Cape,Male,Coloured,18-24,Thursday,Weekday,Afternoon,1,1,1271,21.18,1271,1271,1271,1,0,0
Africa Magic,Gauteng,Male,Black,18-24,Friday,Weekday,Night,1,1,71,1.18,71,71,71,0,1,0
Trace TV,Western Cape,Male,Coloured,35-44,Thursday,Weekday,Late Night,2,2,5034,83.9,2517,4575,459,2,0,0
Supersport Live Events,Western Cape,Female,Unknown,35-44,Monday,Weekday,Afternoon,1,1,17340,289,17340,17340,17340,1,0,0
E! Entertainment,Limpopo,Male,Black,25-34,Wednesday,Weekday,Prime Time,1,1,174,2.9,174,174,174,1,0,0
E! Entertainment,Western Cape,Male,White,25-34,Monday,Weekday,Night,1,1,82,1.37,82,82,82,0,1,0
SawSee,Gauteng,Male,Black,25-34,Monday,Weekday,Prime Time,2,2,1024,17.07,512,726,298,2,0,0
Africa Magic,Northern Cape,Male,Black,25-34,Saturday,Weekend,Prime Time,1,1,74,1.23,74,74,74,0,1,0
ICC Cricket World Cup 2011,Gauteng,Male,White,35-44,Tuesday,Weekday,Afternoon,3,3,466,7.77,155.33,186,98,2,1,0
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,55+,Friday,Weekday,Prime Time,1,1,410,6.83,410,410,410,1,0,0
SuperSport Blitz,KwaZulu-Natal,Male,Indian_asian,35-44,Monday,Weekday,Prime Time,1,1,62,1.03,62,62,62,0,1,0
Supersport Live Events,Gauteng,Male,White,45-54,Saturday,Weekend,Night,1,1,14,0.23,14,14,14,0,0,1
ICC Cricket World Cup 2011,Gauteng,Male,Unknown,55+,Wednesday,Weekday,Prime Time,1,1,7794,129.9,7794,7794,7794,1,0,0
ICC Cricket World Cup 2011,Limpopo,Male,Indian_asian,18-24,Saturday,Weekend,Afternoon,1,1,46,0.77,46,46,46,0,1,0
Supersport Live Events,Limpopo,Male,Black,35-44,Wednesday,Weekday,Afternoon,1,1,544,9.07,544,544,544,1,0,0
Trace TV,Western Cape,Male,Coloured,35-44,Monday,Weekday,Late Night,2,2,1383,23.05,691.5,1356,27,1,0,1
kykNET,KwaZulu-Natal,Male,Black,35-44,Tuesday,Weekday,Prime Time,1,1,231,3.85,231,231,231,1,0,0
Boomerang,Gauteng,Female,Black,35-44,Sunday,Weekend,Night,1,1,965,16.08,965,965,965,1,0,0
Supersport Live Events,KwaZulu-Natal,Male,Indian_asian,25-34,Saturday,Weekend,Late Night,1,1,2632,43.87,2632,2632,2632,1,0,0
M-Net,KwaZulu-Natal,Male,Indian_asian,45-54,Saturday,Weekend,Afternoon,1,1,7,0.12,7,7,7,0,0,1
Trace TV,Gauteng,Male,Black,18-24,Monday,Weekday,Prime Time,2,2,2616,43.6,1308,2427,189,2,0,0
E! Entertainment,Eastern Cape,Male,Coloured,35-44,Friday,Weekday,Late Night,1,1,964,16.07,964,964,964,1,0,0
Cartoon Network,Western Cape,Male,Black,35-44,Tuesday,Weekday,Prime Time,1,1,972,16.2,972,972,972,1,0,0
Cartoon Network,Gauteng,Male,Coloured,18-24,Monday,Weekday,Prime Time,1,1,25,0.42,25,25,25,0,0,1
Cartoon Network,Mpumalanga,Male,Unknown,45-54,Sunday,Weekend,Morning,1,1,77,1.28,77,77,77,0,1,0
Cartoon Network,Gauteng,Male,Black,35-44,Sunday,Weekend,Night,1,1,151,2.52,151,151,151,1,0,0
Africa Magic,KwaZulu-Natal,Female,Black,35-44,Sunday,Weekend,Morning,1,1,25,0.42,25,25,25,0,0,1
Supersport Live Events,Eastern Cape,Male,Black,25-34,Friday,Weekday,Morning,1,1,50,0.83,50,50,50,0,1,0
Cartoon Network,Gauteng,Male,Indian_asian,25-34,Saturday,Weekend,Afternoon,1,1,1219,20.32,1219,1219,1219,1,0,0
Trace TV,Western Cape,Male,Coloured,35-44,Friday,Weekday,Morning,1,1,168,2.8,168,168,168,1,0,0
Trace TV,Gauteng,Male,Black,45-54,Sunday,Weekend,Afternoon,1,1,369,6.15,369,369,369,1,0,0
ICC Cricket World Cup 2011,Northern Cape,Male,Coloured,35-44,Wednesday,Weekday,Prime Time,1,1,14,0.23,14,14,14,0,0,1
Cartoon Network,Western Cape,Male,Coloured,55+,Wednesday,Weekday,Afternoon,1,1,329,5.48,329,329,329,1,0,0
CNN,Gauteng,Male,Indian_asian,25-34,Monday,Weekday,Afternoon,1,1,4170,69.5,4170,4170,4170,1,0,0
Supersport Live Events,Eastern Cape,Male,Coloured,18-24,Friday,Weekday,Prime Time,1,1,72,1.2,72,72,72,0,1,0
Trace TV,Western Cape,Male,Indian_asian,18-24,Friday,Weekday,Late Night,1,1,1377,22.95,1377,1377,1377,1,0,0
Trace TV,Free State,Male,Black,18-24,Tuesday,Weekday,Morning,1,1,942,15.7,942,942,942,1,0,0
SuperSport Blitz,Western Cape,Male,Black,35-44,Tuesday,Weekday,Morning,1,1,370,6.17,370,370,370,1,0,0
Supersport Live Events,Eastern Cape,Male,White,35-44,Saturday,Weekend,Morning,1,1,128,2.13,128,128,128,1,0,0
Channel O,Eastern Cape,Male,Unknown,18-24,Sunday,Weekend,Afternoon,1,1,42,0.7,42,42,42,0,1,0
Africa Magic,Unknown,null,Unknown,55+,Monday,Weekday,Night,1,1,7,0.12,7,7,7,0,0,1
Channel O,Western Cape,Male,Coloured,45-54,Friday,Weekday,Prime Time,1,1,303,5.05,303,303,303,1,0,0
ICC Cricket World Cup 2011,Limpopo,Male,Indian_asian,45-54,Saturday,Weekend,Morning,1,1,8,0.13,8,8,8,0,0,1
Africa Magic,North West,Male,Black,25-34,Tuesday,Weekday,Morning,1,1,17,0.28,17,17,17,0,0,1
CNN,KwaZulu-Natal,Male,Indian_asian,25-34,Saturday,Weekend,Late Night,1,1,51,0.85,51,51,51,0,1,0
Boomerang,Western Cape,Male,Coloured,25-34,Wednesday,Weekday,Prime Time,1,1,5,0.08,5,5,5,0,0,1
CNN,KwaZulu-Natal,Male,Unknown,35-44,Thursday,Weekday,Afternoon,1,1,15,0.25,15,15,15,0,0,1
Supersport Live Events,Western Cape,Male,Coloured,18-24,Saturday,Weekend,Prime Time,1,1,110,1.83,110,110,110,0,1,0
Trace TV,KwaZulu-Natal,Male,Indian_asian,45-54,Thursday,Weekday,Prime Time,1,1,4050,67.5,4050,4050,4050,1,0,0
SuperSport Blitz,Gauteng,Male,White,25-34,Tuesday,Weekday,Afternoon,1,1,1274,21.23,1274,1274,1274,1,0,0
ICC Cricket World Cup 2011,Gauteng,Male,White,45-54,Friday,Weekday,Morning,1,1,4,0.07,4,4,4,0,0,1
ICC Cricket World Cup 2011,Mpumalanga,Male,Coloured,25-34,Sunday,Weekend,Afternoon,1,1,46,0.77,46,46,46,0,1,0
SuperSport Blitz,KwaZulu-Natal,Male,Black,45-54,Saturday,Weekend,Morning,1,1,16,0.27,16,16,16,0,0,1
Africa Magic,Gauteng,Male,Black,25-34,Saturday,Weekend,Night,2,2,180,3,90,149,31,1,1,0
Supersport Live Events,Gauteng,Male,Black,35-44,Saturday,Weekend,Late Night,1,1,36,0.6,36,36,36,0,1,0
ICC Cricket World Cup 2011,Eastern Cape,Male,Indian_asian,25-34,Tuesday,Weekday,Afternoon,1,1,8774,146.23,8774,8774,8774,1,0,0
Channel O,Unknown,null,Unknown,55+,Sunday,Weekend,Late Night,1,1,147,2.45,147,147,147,1,0,0
SuperSport Blitz,Western Cape,Male,Indian_asian,45-54,Friday,Weekday,Night,1,1,364,6.07,364,364,364,1,0,0
Channel O,Mpumalanga,Male,Black,35-44,Wednesday,Weekday,Prime Time,1,1,1596,26.6,1596,1596,1596,1,0,0
Boomerang,Gauteng,Female,White,25-34,Sunday,Weekend,Night,1,1,16,0.27,16,16,16,0,0,1
Africa Magic,Western Cape,Female,Coloured,35-44,Saturday,Weekend,Afternoon,1,1,5,0.08,5,5,5,0,0,1
CNN,Gauteng,Female,Unknown,25-34,Wednesday,Weekday,Afternoon,1,1,36,0.6,36,36,36,0,1,0
Vuzu,North West,Male,Black,18-24,Tuesday,Weekday,Afternoon,1,1,15,0.25,15,15,15,0,0,1
kykNET,Gauteng,Male,Black,25-34,Sunday,Weekend,Night,1,1,51,0.85,51,51,51,0,1,0
Channel O,Eastern Cape,Male,Coloured,25-34,Friday,Weekday,Afternoon,1,1,231,3.85,231,231,231,1,0,0
Supersport Live Events,Limpopo,Male,Black,18-24,Friday,Weekday,Prime Time,1,1,78,1.3,78,78,78,0,1,0
SuperSport Blitz,Gauteng,Male,Black,25-34,Friday,Weekday,Morning,1,1,750,12.5,750,750,750,1,0,0
Boomerang,KwaZulu-Natal,Male,White,35-44,Monday,Weekday,Prime Time,1,1,27,0.45,27,27,27,0,0,1
SuperSport Blitz,Gauteng,Male,Black,18-24,Thursday,Weekday,Afternoon,1,1,87,1.45,87,87,87,0,1,0
Cartoon Network,Eastern Cape,Male,White,18-24,Wednesday,Weekday,Afternoon,1,1,12,0.2,12,12,12,0,0,1
SuperSport Blitz,Gauteng,Male,White,18-24,Thursday,Weekday,Late Night,1,1,194,3.23,194,194,194,1,0,0
CNN,Gauteng,Male,White,55+,Monday,Weekday,Afternoon,1,1,8,0.13,8,8,8,0,0,1
ICC Cricket World Cup 2011,KwaZulu-Natal,Female,Unknown,45-54,Saturday,Weekend,Afternoon,1,1,16572,276.2,16572,16572,16572,1,0,0
SuperSport Blitz,Mpumalanga,Male,Black,35-44,Friday,Weekday,Afternoon,1,1,36,0.6,36,36,36,0,1,0
SawSee,Mpumalanga,Male,White,18-24,Monday,Weekday,Morning,1,1,88,1.47,88,88,88,0,1,0
Supersport Live Events,Northern Cape,Male,White,18-24,Friday,Weekday,Afternoon,1,1,30,0.5,30,30,30,0,1,0
Supersport Live Events,Limpopo,Male,Black,45-54,Friday,Weekday,Night,1,1,244,4.07,244,244,244,1,0,0
ICC Cricket World Cup 2011,Eastern Cape,Male,White,35-44,Thursday,Weekday,Morning,1,1,88,1.47,88,88,88,0,1,0
Channel O,Western Cape,Female,Coloured,35-44,Thursday,Weekday,Afternoon,1,1,57,0.95,57,57,57,0,1,0
Boomerang,Gauteng,Male,Black,25-34,Saturday,Weekend,Morning,1,1,354,5.9,354,354,354,1,0,0
DStv Events 1,Gauteng,Male,Black,45-54,Saturday,Weekend,Night,1,1,235,3.92,235,235,235,1,0,0
Channel O,Western Cape,Male,Coloured,55+,Monday,Weekday,Afternoon,1,1,18,0.3,18,18,18,0,0,1
CNN,North West,Male,White,25-34,Wednesday,Weekday,Prime Time,1,1,3,0.05,3,3,3,0,0,1
Africa Magic,Gauteng,Male,Coloured,25-34,Sunday,Weekend,Morning,1,1,13,0.22,13,13,13,0,0,1
Channel O,Mpumalanga,Male,Indian_asian,25-34,Sunday,Weekend,Morning,1,1,120,2,120,120,120,0,1,0
Cartoon Network,Western Cape,Male,Coloured,25-34,Friday,Weekday,Late Night,2,2,248,4.13,124,131,117,1,1,0
Trace TV,Western Cape,Male,Coloured,25-34,Thursday,Weekday,Prime Time,2,2,852,14.2,426,537,315,2,0,0
SuperSport Blitz,Western Cape,Male,Black,45-54,Friday,Weekday,Afternoon,1,1,10,0.17,10,10,10,0,0,1
Trace TV,North West,Male,Black,18-24,Monday,Weekday,Afternoon,1,1,267,4.45,267,267,267,1,0,0
M-Net,Gauteng,Male,Black,35-44,Wednesday,Weekday,Afternoon,1,1,12,0.2,12,12,12,0,0,1
SuperSport Blitz,Limpopo,Male,White,35-44,Tuesday,Weekday,Morning,1,1,230,3.83,230,230,230,1,0,0
Cartoon Network,KwaZulu-Natal,Male,Coloured,35-44,Thursday,Weekday,Afternoon,1,1,891,14.85,891,891,891,1,0,0
Boomerang,KwaZulu-Natal,Male,Coloured,35-44,Tuesday,Weekday,Prime Time,1,1,12,0.2,12,12,12,0,0,1
Trace TV,Gauteng,Female,Black,25-34,Wednesday,Weekday,Prime Time,1,1,738,12.3,738,738,738,1,0,0
Supersport Live Events,Gauteng,Male,White,35-44,Sunday,Weekend,Prime Time,1,1,14,0.23,14,14,14,0,0,1
kykNET,Mpumalanga,Male,White,35-44,Monday,Weekday,Afternoon,1,1,126,2.1,126,126,126,1,0,0
CNN,Gauteng,Male,Black,35-44,Sunday,Weekend,Prime Time,1,1,30,0.5,30,30,30,0,1,0
Trace TV,Gauteng,Male,Black,35-44,Saturday,Weekend,Night,1,1,33,0.55,33,33,33,0,1,0
Trace TV,Eastern Cape,Male,Black,18-24,Wednesday,Weekday,Afternoon,1,1,84,1.4,84,84,84,0,1,0
Boomerang,Gauteng,Male,White,25-34,Thursday,Weekday,Late Night,1,1,23,0.38,23,23,23,0,0,1
Channel O,Mpumalanga,Male,Unknown,18-24,Friday,Weekday,Afternoon,1,1,627,10.45,627,627,627,1,0,0
Boomerang,Free State,Male,Black,18-24,Tuesday,Weekday,Afternoon,1,1,907,15.12,907,907,907,1,0,0
ICC Cricket World Cup 2011,Western Cape,Male,White,45-54,Friday,Weekday,Prime Time,2,2,9426,157.1,4713,7586,1840,2,0,0
SuperSport Blitz,North West,Male,White,45-54,Saturday,Weekend,Afternoon,1,1,318,5.3,318,318,318,1,0,0
Channel O,Gauteng,Female,Coloured,25-34,Thursday,Weekday,Afternoon,1,1,48,0.8,48,48,48,0,1,0
Channel O,Mpumalanga,Male,Black,18-24,Sunday,Weekend,Late Night,1,1,45,0.75,45,45,45,0,1,0
SawSee,Unknown,null,Unknown,55+,Sunday,Weekend,Late Night,1,1,91,1.52,91,91,91,0,1,0
Channel O,KwaZulu-Natal,Female,Black,35-44,Wednesday,Weekday,Prime Time,1,1,2649,44.15,2649,2649,2649,1,0,0
CNN,Mpumalanga,Male,Unknown,25-34,Wednesday,Weekday,Night,1,1,2240,37.33,2240,2240,2240,1,0,0
Supersport Live Events,Mpumalanga,Female,Black,25-34,Thursday,Weekday,Afternoon,1,1,190,3.17,190,190,190,1,0,0
Boomerang,Limpopo,Male,Indian_asian,25-34,Thursday,Weekday,Night,1,1,232,3.87,232,232,232,1,0,0
E! Entertainment,KwaZulu-Natal,Male,Black,25-34,Friday,Weekday,Morning,1,1,52,0.87,52,52,52,0,1,0
Channel O,Western Cape,Male,Black,18-24,Tuesday,Weekday,Late Night,2,2,2235,37.25,1117.5,2232,3,1,0,1
Channel O,Limpopo,Male,Black,25-34,Friday,Weekday,Morning,1,1,15,0.25,15,15,15,0,0,1
Supersport Live Events,Mpumalanga,Male,Black,35-44,Friday,Weekday,Afternoon,1,1,4,0.07,4,4,4,0,0,1
Cartoon Network,Gauteng,Male,Other,25-34,Monday,Weekday,Morning,1,1,13,0.22,13,13,13,0,0,1
Cartoon Network,Limpopo,Male,Indian_asian,18-24,Thursday,Weekday,Prime Time,1,1,16,0.27,16,16,16,0,0,1
Africa Magic,Gauteng,Female,Black,35-44,Thursday,Weekday,Late Night,3,1,4313,71.88,1437.67,1949,415,3,0,0
E! Entertainment,Gauteng,Female,White,25-34,Friday,Weekday,Morning,1,1,40,0.67,40,40,40,0,1,0
Trace TV,Mpumalanga,Male,Black,25-34,Tuesday,Weekday,Late Night,1,1,786,13.1,786,786,786,1,0,0
SuperSport Blitz,Limpopo,Male,Black,25-34,Saturday,Weekend,Prime Time,1,1,200,3.33,200,200,200,1,0,0
Supersport Live Events,KwaZulu-Natal,Male,White,35-44,Wednesday,Weekday,Late Night,2,1,136,2.27,68,70,66,0,2,0
CNN,Western Cape,Male,Coloured,Under 18,Thursday,Weekday,Afternoon,1,1,32,0.53,32,32,32,0,1,0
Supersport Live Events,North West,Female,White,25-34,Friday,Weekday,Afternoon,1,1,328,5.47,328,328,328,1,0,0
ICC Cricket World Cup 2011,Western Cape,Male,White,25-34,Sunday,Weekend,Morning,1,1,7522,125.37,7522,7522,7522,1,0,0
Trace TV,KwaZulu-Natal,Male,Indian_asian,25-34,Thursday,Weekday,Prime Time,1,1,330,5.5,330,330,330,1,0,0
Supersport Live Events,Eastern Cape,Male,Unknown,25-34,Friday,Weekday,Afternoon,1,1,60,1,60,60,60,0,1,0
SuperSport Blitz,Western Cape,Female,Coloured,45-54,Wednesday,Weekday,Late Night,1,1,30,0.5,30,30,30,0,1,0
Trace TV,Gauteng,Male,Indian_asian,45-54,Saturday,Weekend,Night,1,1,39,0.65,39,39,39,0,1,0
SuperSport Blitz,KwaZulu-Natal,Male,Black,35-44,Friday,Weekday,Afternoon,1,1,1160,19.33,1160,1160,1160,1,0,0
SuperSport Blitz,Western Cape,Male,Coloured,45-54,Sunday,Weekend,Afternoon,1,1,68,1.13,68,68,68,0,1,0
CNN,Gauteng,Male,Other,35-44,Thursday,Weekday,Afternoon,1,1,204,3.4,204,204,204,1,0,0
Channel O,Free State,Male,Unknown,25-34,Monday,Weekday,Afternoon,1,1,57,0.95,57,57,57,0,1,0
SawSee,Gauteng,Male,Indian_asian,25-34,Wednesday,Weekday,Morning,1,1,45,0.75,45,45,45,0,1,0
Africa Magic,Eastern Cape,Female,Black,45-54,Sunday,Weekend,Late Night,1,1,1178,19.63,1178,1178,1178,1,0,0
SuperSport Blitz,KwaZulu-Natal,Male,Black,35-44,Tuesday,Weekday,Late Night,1,1,196,3.27,196,196,196,1,0,0
ICC Cricket World Cup 2011,Western Cape,Male,Coloured,25-34,Wednesday,Weekday,Morning,1,1,90,1.5,90,90,90,0,1,0
Boomerang,Western Cape,Male,Coloured,45-54,Wednesday,Weekday,Prime Time,1,1,30,0.5,30,30,30,0,1,0
Africa Magic,Gauteng,Male,Black,35-44,Wednesday,Weekday,Morning,1,1,19,0.32,19,19,19,0,0,1
Supersport Live Events,KwaZulu-Natal,Male,Indian_asian,25-34,Sunday,Weekend,Afternoon,1,1,44,0.73,44,44,44,0,1,0
SuperSport Blitz,Gauteng,Male,White,Under 18,Saturday,Weekend,Late Night,1,1,338,5.63,338,338,338,1,0,0
Channel O,Gauteng,Male,Indian_asian,35-44,Tuesday,Weekday,Late Night,1,1,54,0.9,54,54,54,0,1,0
Supersport Live Events,Unknown,null,Unknown,55+,Monday,Weekday,Afternoon,1,1,42,0.7,42,42,42,0,1,0
Channel O,Eastern Cape,Male,Black,45-54,Thursday,Weekday,Morning,1,1,279,4.65,279,279,279,1,0,0
Channel O,Mpumalanga,Male,White,18-24,Sunday,Weekend,Afternoon,1,1,9,0.15,9,9,9,0,0,1
Supersport Live Events,KwaZulu-Natal,Male,Coloured,25-34,Wednesday,Weekday,Late Night,1,1,1632,27.2,1632,1632,1632,1,0,0
SuperSport Blitz,Gauteng,Male,Black,25-34,Monday,Weekday,Afternoon,1,1,226,3.77,226,226,226,1,0,0
Africa Magic,KwaZulu-Natal,Male,White,35-44,Wednesday,Weekday,Prime Time,1,1,26,0.43,26,26,26,0,0,1
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,45-54,Monday,Weekday,Prime Time,1,1,78,1.3,78,78,78,0,1,0
Supersport Live Events,Unknown,null,Unknown,55+,Monday,Weekday,Night,1,1,312,5.2,312,312,312,1,0,0
Boomerang,Mpumalanga,Male,White,35-44,Wednesday,Weekday,Prime Time,1,1,2,0.03,2,2,2,0,0,1
Cartoon Network,Western Cape,Male,Coloured,35-44,Sunday,Weekend,Afternoon,1,1,152,2.53,152,152,152,1,0,0
SuperSport Blitz,Gauteng,Male,Other,55+,Thursday,Weekday,Afternoon,1,1,69,1.15,69,69,69,0,1,0
SawSee,Limpopo,Male,Black,18-24,Wednesday,Weekday,Night,1,1,125,2.08,125,125,125,1,0,0
Africa Magic,Gauteng,Male,Unknown,55+,Saturday,Weekend,Late Night,1,1,473,7.88,473,473,473,1,0,0
Supersport Live Events,Western Cape,Male,Black,35-44,Sunday,Weekend,Afternoon,1,1,48,0.8,48,48,48,0,1,0
CNN,Mpumalanga,Male,Unknown,45-54,Friday,Weekday,Late Night,1,1,5229,87.15,5229,5229,5229,1,0,0
ICC Cricket World Cup 2011,Eastern Cape,Male,White,18-24,Monday,Weekday,Afternoon,1,1,904,15.07,904,904,904,1,0,0
CNN,Unknown,null,Unknown,55+,Wednesday,Weekday,Late Night,1,1,105,1.75,105,105,105,0,1,0
Supersport Live Events,Limpopo,Male,Indian_asian,25-34,Sunday,Weekend,Morning,1,1,272,4.53,272,272,272,1,0,0
Supersport Live Events,Gauteng,Male,Black,25-34,Wednesday,Weekday,Late Night,4,4,884,14.73,221,540,14,3,0,1
Channel O,Mpumalanga,Male,Black,25-34,Wednesday,Weekday,Afternoon,2,2,219,3.65,109.5,210,9,1,0,1
Channel O,Gauteng,Male,Black,25-34,Thursday,Weekday,Night,5,5,5712,95.2,1142.4,3756,96,4,1,0
MK,Limpopo,Male,Black,25-34,Wednesday,Weekday,Night,1,1,31,0.52,31,31,31,0,1,0
Africa Magic,Free State,Female,Black,35-44,Thursday,Weekday,Afternoon,1,1,6,0.1,6,6,6,0,0,1
Vuzu,Limpopo,Male,Black,18-24,Sunday,Weekend,Afternoon,1,1,26,0.43,26,26,26,0,0,1
Trace TV,Eastern Cape,Male,Black,25-34,Monday,Weekday,Prime Time,1,1,906,15.1,906,906,906,1,0,0
SawSee,Free State,Male,Indian_asian,25-34,Friday,Weekday,Afternoon,1,1,59,0.98,59,59,59,0,1,0
ICC Cricket World Cup 2011,Limpopo,Male,Indian_asian,25-34,Tuesday,Weekday,Prime Time,2,2,340,5.67,170,282,58,1,1,0
Trace TV,Western Cape,Male,Black,35-44,Thursday,Weekday,Prime Time,1,1,2361,39.35,2361,2361,2361,1,0,0
Cartoon Network,Mpumalanga,Male,Black,25-34,Wednesday,Weekday,Prime Time,2,2,683,11.38,341.5,673,10,1,0,1
Africa Magic,Unknown,null,Unknown,55+,Wednesday,Weekday,Late Night,2,2,1625,27.08,812.5,963,662,2,0,0
